X1,lextaleRespEsp,lextaleRespEspCorr,lextaleRespEspRT,lex_pres_order,word,translation,corrAnsEspV,age,gender,birthCountry,raisedCountry,placeResidence,education,houseLanguage,preferLanguage,partNum,date,expName,OS,session,Order,corrAns
22,z,1,0.978205,20,ávido,avid,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
23,m,1,2.64108,21,capillo,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
24,z,1,1.39589,22,lacayo,lackey,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
25,m,1,1.2190299999999998,23,lampera,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
26,z,1,0.85546,24,látigo,whip,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
27,z,1,1.517545,25,bisagra,hinge,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
28,z,1,0.81202,26,secuestro,kidnapping,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
29,m,1,3.51272,27,acutación,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
30,z,1,1.563865,28,merodear,prowl,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
31,m,1,0.93403,29,decar,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
32,m,1,1.0637,30,alardio,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
33,z,1,0.846175,31,pandilla,gang,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
34,m,1,1.253835,32,fatacidad,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
35,m,1,1.06154,33,pauca,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
36,z,1,0.7263850000000001,34,aviso,notice,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
37,m,1,3.01007,35,rompido,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
38,z,1,2.497975,36,loro,parrot,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
39,z,1,1.539525,37,granuja,rascal,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
40,z,1,0.955035,38,estornudar,sneeze,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
41,z,1,1.898425,39,torpe,clumsy,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
42,z,1,1.09151,40,alfombra,carpet,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
43,z,1,1.11972,41,rebuscar,rummage,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
44,m,1,1.15337,42,cadallo,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
45,z,1,0.8730600000000001,43,canela,cinnamon,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
46,z,1,0.969505,44,cuchara,spoon,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
47,z,1,1.428075,45,jilguero,goldfinch,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
48,z,1,0.8155100000000001,46,martillo,hammer,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
49,m,1,1.08549,47,cartinar,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
50,z,1,0.91126,48,ladrón,thief,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
51,z,1,0.91148,49,ganar,win,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
52,m,1,1.15969,50,flamida,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
53,z,1,1.633375,51,candado,padlock,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
54,z,1,1.028415,52,camisa,shirt,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
55,m,1,0.878635,53,vegada,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
56,z,1,0.847965,54,fomentar,promote,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
57,z,1,0.926365,55,nevar,snow,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
58,z,1,1.09876,56,musgo,moss,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
59,z,1,0.86044,57,tacaño,stingy,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
60,m,1,1.4793,58,plaudir,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
61,z,1,0.74192,59,besar,kiss,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
62,z,1,0.74484,60,matar,kill,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
63,z,1,0.91145,61,seda,silk,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
64,z,1,0.66715,62,flaco,skinny,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
65,m,1,1.019,63,esposante,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
66,z,1,0.7805350000000001,64,orgulloso,proud,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
67,z,1,1.437315,65,bizcocho,cake,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
68,m,1,0.88646,66,hacido,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
69,z,1,1.394435,67,cabello,hair,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
70,z,1,0.99937,68,alegre,cheerful,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
71,z,1,2.33174,69,engatusar,cajole,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
72,m,1,3.243035,70,temblo,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
73,z,1,2.63045,71,polvoriento,dusty,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
74,m,1,2.149285,72,pemición,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
75,z,1,3.941575,73,hervidor,kettle,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
76,m,1,0.8869549999999999,74,cintro,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
77,z,1,2.560895,75,yacer,lie,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
78,z,1,1.331915,76,atar,tie,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
79,z,1,0.8775649999999999,77,tiburón,shark,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
80,z,1,1.21229,78,frondoso,leafy,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
81,m,1,0.91676,79,tropaje,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
82,z,1,1.303945,80,hormiga,ant,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
83,z,1,1.060875,81,pozo,well,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
84,m,1,1.396655,82,empirador,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
85,z,1,1.43377,83,guante,glove,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
86,m,1,1.811505,84,escuto,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
87,m,0,0.996005,85,laud,lute,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
88,z,1,0.8463200000000001,86,barato,cheap,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
89,m,1,0.93596,87,grodo,NW,m,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
90,z,1,1.105375,88,acantilado,cliff,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
91,z,1,2.12298,89,prisa,hurry,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
92,z,1,1.09741,90,clavel,carnation,z,35,Hombre,México,México,México,Escuela Secundaria,español,español,5a875d6cf1408d0001769479,2020-07-12_00h27.24.660,lemma_segmentation,Win32,5f0a9eed4b5f2f362f3e1df5,NA,NA
3,z,0,2.01542,1,terzo,NW,m,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
4,z,1,1.5475450000000002,2,pellizcar,pinch,z,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
5,z,1,1.7627549999999998,3,pulmones,lungs,z,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
6,z,0,3.4656800000000003,4,batillón,NW,m,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
7,z,1,1.30466,5,zapato,shoe,z,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
8,z,1,1.94697,6,tergiversar,distort,z,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
9,z,1,1.265635,7,pésimo,abysmal,z,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
10,z,0,3.437145,8,cadeña,NW,m,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
11,z,1,1.381845,9,hacha,axe,z,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
12,z,0,2.6208400000000003,10,antar,NW,m,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
13,z,1,1.11466,11,cenefa,edging,z,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
14,z,1,1.5359,12,asesinato,murder,z,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
15,z,1,1.30303,13,helar,freeze,z,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
16,z,1,1.334275,14,yunque,anvil,z,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
17,z,1,1.241725,15,regar,water,z,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
18,m,1,5.08026,16,abracer,NW,m,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
19,m,1,4.58544,17,floroso,NW,m,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
20,z,0,2.40931,18,arsa,NW,m,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
21,z,0,1.34291,19,brecedad,NW,m,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
22,z,1,1.12106,20,ávido,avid,z,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
23,z,0,1.451115,21,capillo,NW,m,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
24,z,1,0.84735,22,lacayo,lackey,z,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
25,z,0,3.40531,23,lampera,NW,m,47,Hombre,México,México,México,Un poco de universidad,español,español,5a910c8a6475f900019f8cbc,2020-07-11_08h19.58.421,lemma_segmentation,Win32,5f09bc181c0d840823370fc6,NA,NA
